,Account Management,Billing & Payments,Complaints,"Discounts, Offers, Promotions",Disputes,Fees and charges,Fraud,"Modifications, Cancellation and Refunds",Ordering Process,Product or Service Details,Product or Service Quality issues,Purchase Pricing Enquiry,Scheduling Appointments,Shipping  & Order Status,Warranty & Repairs,Website Issue
Account Management,1.26791841491,-0.959264804796,-1.27339629828,-1.30050687886,-1.29651436953,-1.58469655434,-1.06980714891,-1.91296337898,-1.23148607479,-1.30739232517,-2.10247257872,-1.45286248621,-1.3184152963,-1.17128648076,-1.23830838497,-1.35990352043
Account Management,0.656373872923,-0.844108290035,-1.16645708223,-0.801455980019,-1.33617437334,-1.15226767287,-1.10858345043,-0.938374112777,-1.33195393951,-1.50926764206,-1.9580899879,-1.89722757368,-1.25377296954,-1.80631140234,-1.46417893871,-1.56133947358
Billing & Payments,-2.17050997841,0.572397640021,-1.2062085869,-1.27379388885,-0.985617492327,-1.49503813172,-1.17718933555,-0.895375482202,-1.22530143676,-1.26900914285,-1.78435778277,-2.02552325715,-1.37804233877,-1.35177524873,-1.39467323393,-1.17788110714
Shipping  & Order Status,-1.14761170931,-1.17620172774,-1.06632625879,-1.13872836937,-1.50551275782,-1.15204144264,-1.08254101982,-0.822526121475,-0.88313139228,-1.42138199563,-1.04368107305,-0.815746236781,-1.16749430607,0.17412373337,-1.35730797929,-0.927004596459
Billing & Payments,-1.63514391067,0.68644744109,-1.2468468774,-1.47677194285,-1.14135598032,-0.909695525357,-1.33671258102,-0.882881694714,-1.25606042647,-1.46165770393,-1.6059158025,-1.52477198199,-1.53457520521,-1.66857300815,-1.57908786949,-1.20728315316
Account Management,0.550621284948,-0.875900933228,-1.18348662073,-1.39950522864,-1.78801119312,-1.26176034436,-0.989566725513,-0.867304465504,-1.09729252799,-1.2157965504,-1.77774120603,-0.842535067763,-1.41189527757,-1.26149883155,-1.4331194668,-0.804577926515
Fraud,-0.807415948377,-0.815805528287,-0.812049143823,-0.999529278983,-1.00954558079,-1.09002332788,-0.690019982299,-1.36657706707,-0.757294137133,-0.694392031513,-1.05330569898,-0.997625325056,-1.03231920442,-1.06251695526,-1.02059941928,-0.806063987364
"Discounts, Offers, Promotions",-1.91017833507,-2.10757425071,-1.10950829128,0.082054244421,-1.5034214666,-1.56672264825,-1.14621145288,-1.03344274308,-0.754904345718,-0.121488161018,-1.43047847012,-1.59144389399,-1.39438649788,-0.30790909742,-1.36972629376,-0.754181688282
Fees and charges,-1.12107426721,-0.93841821627,-1.20052574359,-1.17266594644,-2.10270881748,0.639926876824,-1.2485154983,-0.739421150541,-1.13839091281,-1.30269385985,-1.58530554342,-1.59218623464,-1.48692087796,-1.52961334563,-1.3547683431,-1.17768942111
Purchase Pricing Enquiry,-1.14720521098,-1.46104048026,-1.19741044441,-1.58124945906,-1.1914742281,-1.51981648819,-1.15827056293,-1.09033634664,-1.08577743332,-1.25787713924,-0.883260852355,0.0925936226766,-0.712766987343,-1.27680262038,-1.32919426619,-1.07789314379
"Discounts, Offers, Promotions",-1.64740838565,-1.33062490561,-1.1656235212,1.09956016477,-1.56281675644,-1.58023263943,-1.26884866746,-1.5129601671,-1.11634949006,-1.89500866806,-1.28044361321,-1.08469248969,-1.28851858154,-1.20598612777,-1.09469071745,-1.17135645231
Website Issue,-0.999895668754,-1.02375997037,-1.044293838,-0.983409050458,-1.46705235922,-1.48695703541,-1.03459546905,-1.16277993486,-0.658243923701,-1.16999881467,-1.2309274165,-0.979653254937,-1.52553178161,-0.678963785194,-1.04963079972,0.220232768815
Disputes,-1.55402915982,-0.522208059844,-1.49431298813,-1.39689402159,0.219802494536,-1.02152324118,-1.35424499491,-1.44379029806,-1.32705257459,-1.62030208528,-1.91275442353,-1.58236761759,-1.67273127431,-1.52503387555,-1.40392051986,-1.73160120848
Billing & Payments,-1.18824638065,0.745178563248,-1.0910986965,-1.37518077881,-1.04199953114,-0.887786891426,-0.933533191704,-1.84656757768,-1.23879931609,-1.20884195105,-1.01965996383,-1.79170767629,-1.29902391965,-0.894233971772,-1.29965128566,-1.03268932344
"Discounts, Offers, Promotions",-1.03309516543,-2.25531320062,-1.11461970027,0.365645811617,-1.76338914932,-1.70780060086,-1.15775927966,-1.51611716474,-1.15481068554,-1.28631243015,-1.87799229903,-1.64414709797,-1.40111600921,-1.66610368568,-0.641374875858,-1.53440348597
Disputes,-2.06357721632,-0.347858276946,-1.10050570115,-0.870347917686,-0.0594942242894,-1.31740875805,-1.01446250073,-1.15613660384,-0.843751121047,-1.72795487979,-2.08688635651,-0.103061359506,-1.34248640884,-1.22972009219,-1.44235275016,-1.13730043746
Billing & Payments,-0.75990916572,0.743284791591,-1.25416828137,-1.3232579356,-1.2607944197,-2.241631947,-1.20412784751,-0.874519387706,-1.16625176895,-1.38799352233,-1.73316401783,-2.71376535304,-1.75424293245,-3.05708303573,-0.815353754409,-1.11127065014
Purchase Pricing Enquiry,-3.63885007941,-1.44348042002,-1.15210857472,-0.897108787254,-1.52076059214,-1.70453395589,-1.29267766048,-1.65804393839,-1.44115545671,-1.7926111629,-0.840740976749,1.33022769538,-1.26145459384,-1.37808271292,-1.41441909598,-1.55397563541
Fees and charges,-0.746683731496,-1.32461659283,-1.28229639573,-1.56283699038,-1.20403456296,0.421227868611,-1.18111072881,-1.38613508819,-1.20905276463,-1.73262946808,-1.83300923309,-1.87399315061,-1.36397772753,-1.26253749443,-0.52635708101,-1.17051734231
"Discounts, Offers, Promotions",-1.33947395716,-1.98334484807,-1.17669185637,0.832432033461,-1.30290536124,-2.61518854524,-1.20778810514,-1.90770456319,-1.059634836,-1.27431235468,-1.82586124179,-1.38847412352,-1.44210986736,-1.410587096,-0.502917611639,-1.29356318414
Disputes,-1.79324784808,-1.12641383834,-1.37764352852,-1.857931154,1.47500143242,-0.326365547811,-1.13007565215,-1.0134164885,-1.44027829527,-1.64177456748,-1.82905314893,-1.97149103916,-1.73723858555,-1.85507019792,-2.00212729279,-1.39230785647
Fees and charges,-1.02351083339,-2.00515246827,-1.20962314734,-2.20812798044,-2.00618078916,1.48057447103,-1.13003272977,-1.27410648702,-1.12606674072,-1.03569317878,-1.36881644266,-1.24476165058,-1.27436284395,-1.52267937127,-1.03396904515,-1.18589260062
Account Management,0.256737301868,-0.747921359742,-1.16045529773,-1.19604543216,-1.09173531114,-2.03430697517,-1.18452852732,-1.3247760915,-1.17902742937,-1.29314333305,-1.33924548952,-0.654216182653,-1.11587415,-1.36119689413,-1.41805295762,-0.91584379019
"Discounts, Offers, Promotions",-1.28614864887,-1.02078897962,-1.0500888708,-0.304924741929,-1.59830395171,-0.936453298925,-0.931325413795,-1.81932128896,-1.02329965073,-0.710106076245,-0.82781974109,-0.842717650326,-0.989051079501,-0.860408868175,-1.49486488551,-0.91390502344
Billing & Payments,-0.492108426676,0.63141713767,-1.0107775122,-1.32660130199,-0.921028948072,-1.6387868583,-1.12290810866,-1.21818837277,-1.17383053894,-1.50628070328,-1.24351627721,-1.83374097992,-1.20215403765,-1.96521200514,-1.50418770447,-1.11576898886
Purchase Pricing Enquiry,-0.562887267513,-0.928775217717,-1.00910791462,-0.759698104405,-0.93008222758,-1.80726113518,-0.930202444379,-1.98827269402,-0.910033887638,-1.37895018034,-1.44959543864,-0.295443233662,-0.525202743223,-0.701270477958,-1.43808483711,-0.980956426441
Fees and charges,-0.820472844987,-0.997497804109,-1.0397038203,-0.985732093501,-1.3465347277,0.443514578453,-1.14155840213,-1.1607256805,-1.0811794606,-1.20967524348,-1.35200750064,-1.42641623174,-1.11747661953,-1.08928273687,-1.17002447818,-1.12786931652
"Modifications, Cancellation and Refunds",-2.45076204324,-1.32322970608,-0.924706173341,-0.830237646103,-1.84878219737,-2.17741780727,-1.02528643228,1.14677223695,-1.06860219909,-1.31063545047,-1.58295536444,-0.997207002413,-0.948703775739,-1.36378420925,-1.50730487323,-1.01720437092
Warranty & Repairs,-1.1173508281,-0.875929778295,-0.987264150602,-1.20164198327,-1.10860937123,-1.10194623898,-0.958561822145,-1.36287604206,-0.923360254963,-1.06991790661,-1.15314804625,-1.11250213479,-1.1903415327,-1.41371873566,0.62287561043,-0.939759955956
Billing & Payments,-2.53204364429,0.70651214085,-1.18503318419,-1.3853058365,-0.238445724821,-0.708051180734,-1.24466614512,-1.08540567777,-1.35082989739,-1.45824534758,-1.59894876292,-1.95351509549,-1.86607522703,-1.71435219062,-1.10290957994,-1.38886251851
Product or Service Quality issues,-1.36941035368,-1.94467475666,-1.2047120224,-1.34827486403,-1.77090929095,-1.34694971324,-1.23717891164,-1.35855780394,-1.2766578424,-1.37815605309,0.895499566897,-0.793005157087,-0.744080333568,-1.60265029445,-1.38744984981,-1.25357377386
"Discounts, Offers, Promotions",-0.726548204761,-2.06894914284,-0.888775036212,0.864519578552,-1.82077334162,-1.13357996863,-1.14678892721,-1.36343570038,-1.14771243484,-1.37953958766,-1.25330734429,-1.55418774169,-1.43527279806,-1.39548791882,-1.52402431764,-1.22084211913
Account Management,0.898957819363,-0.701261865518,-1.15266584522,-1.00941713665,-1.61636672689,-1.39330482346,-1.11038083509,-1.03358155535,-1.23080960195,-1.3015693287,-1.99769012764,-1.73779930704,-0.93378236035,-1.48444577823,-1.14381851762,-1.26045480656
"Discounts, Offers, Promotions",-1.16044641996,-0.66838331343,-1.26942758788,-0.492575302836,-0.907070544088,-1.21224601748,-0.98862218908,-1.16137312294,-0.75141001744,-1.46131485675,-1.67204277776,-1.42473306762,-1.25153695496,-0.851951749543,-1.00203079571,-1.0760819124
Purchase Pricing Enquiry,-2.47607646602,-0.485672860654,-1.1345610639,-0.564365481985,-1.46166268921,-1.58674040462,-1.23461483705,-1.93220409493,-1.23653924876,-1.81479256382,-1.14125764142,-0.105055706515,-2.04664824283,-1.59062565069,-2.01115437629,-1.30000064275
Account Management,-0.138818379791,-0.697914480813,-1.24053033002,-1.14693926596,-0.828304603259,-1.22164339685,-0.8998842566,-1.3493427866,-1.24271800313,-1.29334225718,-1.59363557105,-1.44218489983,-1.43722850387,-0.759006346597,-0.902843128908,-1.15056422994
Account Management,0.402669382426,-0.837577835541,-1.03102599199,-1.29835635127,-0.920176658081,-1.4365088765,-1.11024532313,-0.999518357809,-0.983142342518,-1.81018735626,-1.73796653181,-1.16684540147,-0.989843083009,-0.990095215352,-1.35339940088,-1.02449332877
Warranty & Repairs,-0.71263092028,-0.611020133159,-1.46404216027,-1.04340701616,-0.800491951791,-1.67292995975,-1.11666854925,-1.7480748719,-1.14461945976,-1.77229758347,-1.59546167965,-0.893656183239,-1.44213290264,-0.977373031454,0.190011775925,-1.15321309246
Fees and charges,-0.933538860529,-1.00317166274,-0.904288776436,-0.850602862792,-1.66403921721,-0.316253729096,-0.868102777998,-1.10022492635,-0.939211381877,-1.00394181184,-1.32541220928,-0.951137784418,-1.05184793871,-1.26167379007,-1.03186463671,-0.82279548237
Billing & Payments,-0.33868024778,-0.333575171805,-1.18915869267,-1.24586452166,-0.586095818117,-1.37930104878,-0.903298897344,-0.953331715593,-1.39163114024,-1.76032181135,-1.82321617092,-2.36000069565,-1.40212332107,-1.8970697162,-0.739306040597,-1.42615258187
Disputes,-0.956926875279,-1.38950047577,-1.3748607894,-1.61194022791,-0.52915336052,-1.13756595185,-1.03409499502,-0.657484667145,-1.04627382278,-1.20958176663,-0.666757858899,-1.05110875629,-0.794367415219,-1.733285458,-2.2597822816,-1.0963204946
"Modifications, Cancellation and Refunds",-2.869130474,-2.24915922702,-0.983953745469,-1.8576120835,-2.45436034121,-2.48510132927,-1.02491028316,3.02807795817,-0.98576075487,-0.978380422311,-1.68187898891,-1.55476986198,-1.41729606007,-1.48049519936,-1.60355733168,-0.991531154918
Purchase Pricing Enquiry,-2.39460462174,-1.55233638103,-1.1377778734,-0.408924812905,-1.33651784187,-1.86428202347,-1.14794975036,-1.32010938302,-1.22440230377,-1.47769987373,-1.00220115079,0.0520763071041,-0.912557719934,-1.4822627552,-1.35790718207,-1.34535494036
Fees and charges,-0.885443961893,-1.13369972664,-1.13684998345,-1.20007412101,-1.02185464372,0.407077777505,-1.0836367053,-1.22052324766,-1.06478562397,-1.14297486622,-1.50476360277,-1.31113583342,-1.52436048081,-1.13216769596,-1.1999045818,-1.01418830274
Fees and charges,-0.797722403997,-1.85012247777,-0.94954266728,-1.01583107825,-0.454788628594,0.0944283890423,-0.860296271631,-1.81456084098,-0.945531916582,-0.898120470067,-1.17779191103,-1.08629614651,-1.08978647099,-1.06251695526,-1.3291775451,-0.939857398643
Product or Service Quality issues,-1.94461978037,-1.54372313984,-1.12247319243,-1.27708094972,-1.52554119986,-1.6639896718,-1.09638295347,-1.70334078674,-1.1660665821,-1.45378655421,0.465418405384,-0.0520186670887,-1.55077979669,-1.3633394676,-1.58513350649,-1.31361048924
Account Management,0.598733754675,-0.456432677224,-1.29059564226,-0.99369648816,-0.821315510388,-1.47232173903,-1.20322542105,-1.80546325103,-1.24276307817,-1.68284034826,-2.25371491595,-1.63281544865,-1.82039745821,-1.62751174467,-0.965660655672,-1.37055316645
Purchase Pricing Enquiry,-2.57155936522,-0.640132132504,-1.0864538136,-1.3806340779,-0.837495852936,-2.13664485618,-1.38763414182,-0.905025754906,-1.37466343867,-1.49811398655,-1.9966988245,1.10221391386,-1.00183466567,-1.61682226935,-1.73502459783,-1.27003851923
Purchase Pricing Enquiry,-1.73110768548,-1.52530496241,-1.26678490185,-0.478862343534,-1.20117862195,-1.65728740717,-1.2040918214,-1.60661509256,-1.21155341454,-1.88239049725,-1.5144703254,0.690994407365,-2.21227129234,-1.62512121381,-1.04149628685,-1.36572319631
"Discounts, Offers, Promotions",-1.88866484727,-1.48022941608,-1.06780655388,0.317892379865,-1.35737824732,-1.65895515781,-1.06092903013,-1.91752729432,-1.16461437044,-1.43228803407,-0.796981259456,-0.533578662434,-0.91018662291,-1.50034753982,-1.47130526631,-1.28357268238
Fees and charges,0.0838021179886,-1.90282469529,-1.32014682711,-2.45969950206,-1.82803322175,0.644480792126,-1.32981127863,-0.58731814937,-1.42708313516,-1.40582221793,-1.63832815465,-1.48224309119,-1.53001135777,-1.55396390018,-1.45190944448,-1.54377355373
"Discounts, Offers, Promotions",-2.28603780621,-1.77846439958,-1.36663547956,2.66909097848,-1.69637251348,-1.3261628195,-1.0946326039,-2.65883671397,-1.10051806718,-1.36463532983,-1.4041920098,-2.34582281315,-1.60388520051,-1.53945138926,-1.06481920759,-1.2477170591
Billing & Payments,-1.50475585809,1.38857455352,-1.3843207249,-1.26820012545,-0.629354212674,-1.78286793837,-1.34212640436,-1.48234340699,-1.32528102852,-1.6241222948,-1.7732110329,-2.59898639595,-1.91513412022,-1.39593650109,-1.42147218386,-1.5402761915
Account Management,1.41830464453,-1.57373573373,-1.3671832883,-1.04570218057,-1.07791076269,-1.74203258597,-1.16248758568,-1.02944443846,-1.3668665425,-1.3709156276,-0.852167301117,-1.74640522774,-1.51833604594,-1.65175143364,-1.1578922129,-1.29116446846
Account Management,0.780348910452,-0.695638616707,-1.18281902945,-0.847073163241,-1.35875352053,-1.12235387975,-1.03680470257,-1.45083112194,-1.07290888619,-1.57661531362,-2.05627841212,-1.93546742751,-1.5482216072,-1.18188157143,-1.13608207016,-1.10165286417
"Discounts, Offers, Promotions",-1.42998504004,-1.21165181743,-1.15386798408,0.604402435338,-1.39379243286,-1.79857865952,-1.17621057937,-1.02407506339,-0.935426693842,-1.70723882806,-0.79606749551,-1.55678593519,-1.09100242791,-1.27000973302,-1.30471906015,-0.939226118778
Product or Service Quality issues,-0.883063728557,-1.72024705564,-1.21314915747,-1.7522167206,-1.19434515956,-1.42195724923,-0.994826059886,-1.50771043943,-0.965165483308,-1.1639202452,1.22123991269,-1.49181232848,-1.13958972506,-1.43047747438,-1.12324027859,-1.16116468306
Website Issue,-0.824117635796,-0.766662825193,-1.29498642155,-1.03989605146,-0.977893619522,-1.51213850295,-1.26856977196,-1.47965387292,-0.784434084259,-1.2202095913,-0.764123141776,-1.74598568365,-1.7073888303,-0.31639443584,-1.31415059846,0.172265265036
Product or Service Quality issues,-0.954261334395,-0.6330438111,-1.16270953724,-1.33311703404,-1.13289275142,-1.33373036063,-1.03229607424,-1.2348404627,-0.960389635032,-1.22291223206,0.915904539407,-1.27400988433,-1.62904024423,-1.21712934672,-1.62451019497,-1.10673413181
Fraud,-0.807415948377,-0.815805528287,-0.812049143823,-0.999529278983,-1.00954558079,-1.09002332788,-0.690019982299,-1.36657706707,-0.757294137133,-0.694392031513,-1.05330569898,-0.997625325056,-1.03231920442,-1.06251695526,-1.02059941928,-0.806063987364
Scheduling Appointments,-1.74584945643,-1.1937223331,-1.12439530261,-1.45438540674,-1.25348486086,-1.26819436351,-0.959679253741,-1.16056849683,-0.932020192023,-1.095142892,-1.49828323505,-1.35520220589,1.19778106398,-1.33796994614,-0.989109666047,-1.04435316072
Product or Service Details,-1.24944810604,-1.11902249919,-1.08458132981,-0.564911424976,-1.30341343138,-1.48241002097,-1.15139792935,-0.914375005758,-1.02224205079,0.408581287384,-1.17764281377,-1.11150170592,-0.839446513594,-1.3873679416,-1.23970473849,-1.06573462373
"Modifications, Cancellation and Refunds",-1.87057435735,-1.49853216758,-1.32715805315,-1.25885543127,-1.71466849961,-1.72524232637,-1.39568939366,0.813633546843,-1.06454898943,-0.443288515395,-1.2576855109,-2.52961533065,-1.87730626401,-0.135075741636,-1.33838647794,-1.1265240593
Shipping  & Order Status,-1.24466721393,-0.728639277921,-1.23862305117,-1.07625111951,-1.07004644669,-1.29618703381,-1.0759205366,-1.16977614354,-0.910172630497,-1.38955488834,-1.22288307947,-1.10231282453,-1.67046673959,-0.0902325793434,-1.03358719127,-0.918549574859
Product or Service Quality issues,-1.20658354419,-1.94198837723,-1.18128356528,-1.30924342192,-1.42158763391,-1.70043568664,-1.14457997636,-1.34845235438,-1.15132046509,-1.36112651839,0.11288356029,-1.1824341028,0.106222720555,-1.65879190565,-1.50997637345,-1.30119711079
Account Management,1.27181812986,-1.43399522109,-1.25527013208,-1.05041760479,-1.23621582195,-1.39340452478,-1.06250703192,-0.798575042356,-1.20755550166,-1.69046457603,-1.98308480894,-1.52259247803,-1.55164678978,-1.55523008273,-1.30391034776,-1.32951248332
Purchase Pricing Enquiry,-1.6800226372,-1.33180427661,-0.979767984435,-0.584319757844,-0.504954723637,-1.37882025599,-0.955830756613,-2.26411230155,-0.91898224865,-1.55746180952,-1.50027563754,0.265150388489,-2.1416000041,-0.721651423908,-1.23120783583,-1.09833778098
Fraud,-0.807415948377,-0.815805528287,-0.812049143823,-0.999529278983,-1.00954558079,-1.09002332788,-0.690019982299,-1.36657706707,-0.757294137133,-0.694392031513,-1.05330569898,-0.997625325056,-1.03231920442,-1.06251695526,-1.02059941928,-0.806063987364
Website Issue,-1.17565975685,-0.816504491855,-0.988484763724,-1.10939764689,-1.16493891766,-1.09610662687,-1.10019683707,-1.58660098389,-1.08512181406,-1.07695720033,-0.725527087752,-1.46734924445,-1.28809890799,-1.0688983268,-1.17125553236,0.97952974638
Warranty & Repairs,-1.15256306778,-1.328212907,-1.19494529297,-0.359702642804,-1.55645264008,-1.88505589136,-1.06315461903,-1.56387875658,-1.15709782656,-0.826113407644,-1.84959937819,-0.997410787526,-1.50794900064,-1.22860539696,0.0737321945881,-1.27712440526
