XTest,sessionId,y__true,y_pred,y_prob_max
i need to talk to someone about my account i just got a letter telling me i would be charged for my checking account i have multiple accounts with citi and wonder if there are any special rates for over 60 i was talking to swan but she stopped responding ,ID1208821410,Account Management,Account Management,0.629597086245
my wife paid 45262 on 727 and then i paid 175590 also 727-wch was 45462 too much  how do we get a refund of the overpayment,INT-sv1appin05-1438298413372-99469,"Modifications, Cancellation and Refunds","Modifications, Cancellation and Refunds",1.07577879366
how can i add cover for a gas fire to the home package 2,INT-sv1appin05-1453122765499-224560,Purchase Pricing Enquiry,Purchase Pricing Enquiry,1.06505986147
 i filed a dispute about a transaction recently it was removed and i just realized it was legitimate,INT-sv1appin05-1436534310313-52066,Disputes,Disputes,0.991668636592
 i am trying to book an engineer visit for my central heating we have the homecare cover but your system is not recognising we have it,INT-sv1appin09-1453208157743-233568,Scheduling Appointments,Scheduling Appointments,0.233943690295
ive seen on your main website that there is a 10 discount on cordless vacuum cleaners,INT-va1appin10-1437387237501-34361,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.670622220129
as my gas bill is over pound20000 in credit i would like a refund of pound10000 to go back into my account leaving the rest for future bills  thank you,INT-sv1appin05-1452948751579-209948,"Modifications, Cancellation and Refunds","Modifications, Cancellation and Refunds",1.47349490771
 there - considering breakdown cover how quickly do you respond  to a boiler breakdown thank you,INT-sv1appin06-1453033341988-216478,Purchase Pricing Enquiry,Purchase Pricing Enquiry,0.764348053205
earlier daysnit i tried furiously to get your website to accept my information so that i may start paying my att bill online as i planned to daysniti kept getting errors and rejectshow can i get ts settle donce and for allif i pay by phone there is a surchargei was instructed to register to pay online and now i am being told i cannot   ,ID1013466240,Product or Service Quality issues,Billing & Payments,0.267199204663
i see that i was erroneously charged a 30 fee,ID1184584229,Fees and charges,Fees and charges,0.924896341963
i would like to use my thank you rewards points to pay my current credit card balance  how can i do ts,ID1103284999,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.554091603062
my account is preached and i have 2 unauthorized charge,ID1103730920,Fraud,Disputes,0.27170445157
is there any way the overdaraft fee can be waived please,INT-va1appin06-1437420746675-37856,Fees and charges,Fees and charges,0.628796266002
going round in a loop trying to register for an online account,INT-sv1appin05-1453033731779-216488,Account Management,Account Management,1.05123203634
can you assist me inclosing my account,INT-sv1appin10-1438107903721-85161,Account Management,Account Management,1.03576702195
i have platinum credit cardi want to know if i am eligible for a rewards card,ID658504354,Warranty & Repairs,"Discounts, Offers, Promotions",0.31175382814
 can u give me a quote for fitting new boiler pls,INT-sv1appin05-1453221657994-235351,Purchase Pricing Enquiry,Purchase Pricing Enquiry,1.26278214486
any way to waive late fee if i pay min amount due nowwas due yesterdayforget,ID598399758,Disputes,Disputes,0.750061610043
thanks im in jamaica i withdrew usd 400 the atm indicated that the owner of that atm would charge me usd 5 for using that atm fine you withdrew usd 405 so far so good what is the service fee you are charging on top of that it doesnt make any sense you are not providing any service considerong the atm doesnt belong to citibank,ID1145610072,Fees and charges,Fees and charges,0.600052747523
im looking at landlord products and wonder whether gas fires are included _end_ how much extra would that be _end_ okay thanks and if anytng is found on the initial inspection how is that dealt with for example i suspect there is a blockage in the gas fire flu wch is why i asked about that,INT-sv1appin08-1452262448556-142653,Purchase Pricing Enquiry,Purchase Pricing Enquiry,0.493097980269
how can i claim a refund of the credit in my account now closed,INT-sv1appin07-1452615691786-177534,"Modifications, Cancellation and Refunds","Modifications, Cancellation and Refunds",2.20659865864
i have a bill i need to pay but it is to the occupier not to my name even though we thought we registered and had our home check done,INT-sv1appin07-1452610719637-176706,Account Management,Billing & Payments,0.445844611259
i was told that the miles from the venture card and the milespoints from the checking account can be combined,INT-va1appin05-1437578131791-51141,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.277443835802
sorry got callled away question was i have had a new pump fitted by centra heat wch does appeare,INT-sv1appin07-1453218114143-234788,Scheduling Appointments,Product or Service Quality issues,0.351086944321
i have a repair person coming out regarding my phone line but i have a tv that is not working  i have a wireless receiver on that tv,ID1019101348,Product or Service Quality issues,Product or Service Quality issues,1.11544173957
there has been another 80some dollars taken from my account without authurisation i need to change my number the bank is supposed to be investigating  but i can keep losing money like ts on my income,INT-sv1appin10-1436884235813-68550,Disputes,Account Management,0.405179502505
i need to close my savings account,INT-sv1appin07-1438100634586-84284,Account Management,Account Management,0.840312005262
ive followed the directions and waited until after 8pm to attempt to connect but still cannot get a broadband connection from any of my phone outlets,ID1022363669,Product or Service Quality issues,Product or Service Quality issues,0.610602913875
i have a question about the following charge 04-01-2014mntly srvc chge 2000,ID1097044539,Fees and charges,Fees and charges,0.543588145381
and to you as well we are unable to get a dial tone on our home phone land line we receive no incoming calls though we are prompted on the television that an incoming call is takign place taking,ID1021481818,Product or Service Quality issues,Product or Service Quality issues,0.5640627723
i can already access our account online i need to link my debit card to the account ,ID1190752638,Account Management,Account Management,2.13497796137
i come back in scotland in one week is it a problem if i pay the bill next monday,INT-sv1appin05-1452696089415-186943,Billing & Payments,Billing & Payments,0.48820789058
i would like my address changed and there doesnt seem to be a way to do it on the site,INT-va1appin07-1437742877720-65130,Account Management,Account Management,0.829171681318
yes pleasehow long does the process take to get enrolled in autopayand how far out can i schedule payments online,ID665412789,Billing & Payments,Billing & Payments,0.661910511043
the price of a new boiler can vary greatly,INT-sv1appin05-1452612735243-177023,Purchase Pricing Enquiry,Purchase Pricing Enquiry,0.944684354015
link does not respond,ID1188792903,Billing & Payments,Account Management,0.913661282341
 can u please cancel the bill payment for account 1492 that was scheduled for 0911  im going to make the payment directly,ID1190278038,Billing & Payments,Billing & Payments,1.68836290622
